Year,Month,Day,Hour,temperature_f,wind_speed_mph,wind_bearing_deg,relative_humidity,visibility_miles_max_10,pressure_mb,Value
2014,7,21,18,90.88,2.21,26,0.42,6.2,NA,15
2014,7,21,19,89.77,4,10,0.39,NA,NA,17
2014,7,21,20,85.66,5,31,0.45,10,1003.69,14
2014,7,21,21,85.77,8.03,22,0.42,NA,NA,11
2014,7,21,22,85.77,7.91,342,0.4,NA,NA,9
2014,7,21,23,85.53,7.95,308,0.43,10,1003.9,6
2014,7,22,0,81.88,4.02,36,0.5,NA,NA,6
2014,7,22,1,82,2,110,0.51,NA,NA,13
2014,7,22,2,79.31,2.86,11,0.56,9.57,1004.93,10
2014,7,22,3,81,7,0,0.55,3.1,NA,16
2014,7,22,4,81,7.72,343,0.53,6.06,NA,16
2014,7,22,5,78.41,4.87,11,0.58,10,1006.11,14
2014,7,22,6,79.23,8.1,1,0.56,NA,NA,18
2014,7,22,7,81,6.9,13,0.53,6.2,NA,19
2014,7,22,8,79.37,1.84,320,0.59,10,1007.34,15
2014,7,22,9,83.77,2,30,0.48,6.2,NA,12
2014,7,22,12,84,4,290,0.48,6.2,NA,18
2014,7,22,13,84,9,300,0.47,NA,NA,17
2014,7,22,14,81.44,8.52,297,0.55,7.13,1007.18,16
2014,7,22,15,84,12.52,311,0.49,6.2,NA,16
2014,7,22,16,85.53,11,330,0.49,NA,NA,11
2014,7,22,17,81.59,8.39,325,0.51,10,1006.27,15
2014,7,22,18,82,4.59,340,0.53,6.2,NA,8
2014,7,22,19,81,4,280,0.54,6.2,NA,12
2014,7,22,20,79.76,4.38,327,0.53,10,1006.44,19
2014,7,22,21,81.88,9,250,0.5,NA,NA,21
2014,7,22,22,81.88,7,270,0.47,NA,NA,17
2014,7,22,23,81,6.63,226,0.47,10,1006.5,16
2014,7,23,0,81.88,8.72,292,0.43,NA,NA,20
2014,7,23,1,81,4.31,294,0.47,NA,NA,20
2014,7,23,2,77.37,5.13,290,0.57,10,1005.45,21
2014,7,23,3,75.47,1.86,3,0.61,NA,NA,23
2014,7,23,4,73.7,4,310,0.71,NA,NA,12
2014,7,23,5,71.97,1.34,254,0.75,7.01,1005.37,13
2014,7,23,6,73.7,4,230,0.77,6.2,NA,19
2014,7,23,7,77.23,4,260,0.63,6.2,NA,20
2014,7,23,8,77.18,4.82,273,0.63,7.26,1005.55,16
2014,7,23,9,79.23,NA,NA,0.63,6.2,NA,18
2014,7,23,10,82,7,310,0.49,6.2,NA,19
2014,7,23,11,83.65,5.96,242,0.47,7.32,1004.97,13
2014,7,23,12,85.53,11,240,0.4,5,NA,22
2014,7,23,13,87.3,11,250,0.4,5,NA,20
2014,7,23,14,87.2,6.65,227,0.38,10,1003.46,16
2014,7,23,15,89.53,NA,NA,0.33,NA,NA,20
2014,7,23,16,89.53,NA,NA,0.34,NA,NA,21
2014,7,23,17,87.61,6.78,210,0.38,10,1002.27,21
2014,7,23,18,89.53,NA,NA,0.34,NA,NA,42
2014,7,23,19,84,4,210,0.51,NA,NA,46
2014,7,23,20,82.22,5.8,218,0.57,10,1002.91,43
2014,7,23,21,83.65,7,200,0.55,NA,NA,42
2014,7,23,22,77.47,1.81,146,0.72,NA,NA,41
2014,7,23,23,77.23,1.25,105,0.73,6.9,1003.3,46
2014,7,24,0,75.47,7,220,0.77,NA,NA,55
2014,7,24,1,75.47,0.47,230,0.82,NA,NA,52
2014,7,24,2,73.97,1.87,260,0.81,7.32,1003.57,50
2014,7,24,3,75.23,4,270,0.82,5,NA,74
2014,7,24,4,73.7,1.66,13,0.81,5,NA,73
2014,7,24,5,72.16,1.77,351,0.82,6.41,1003.84,82
2014,7,24,6,75,3.62,43,0.78,4.93,NA,74
2014,7,24,7,77,2,110,0.73,4.93,NA,76
2014,7,24,8,75.73,3.7,36,0.77,5.96,1005.41,82
2014,7,24,9,79,7,330,0.73,3.8,NA,90
2014,7,24,10,79.23,NA,NA,0.73,3.72,NA,103
2014,7,24,11,80.05,1.96,75,0.67,5.49,1006.74,89
2014,7,24,12,81.88,9,20,0.67,5.77,NA,67
2014,7,24,13,81.65,4.69,48,0.64,1.9,NA,85
2014,7,24,14,82.98,2.82,66,0.59,7.01,1005.95,62
2014,7,24,15,83.65,11,20,0.6,3.8,NA,50
2014,7,24,16,83.41,7,40,0.61,2.8,NA,69
2014,7,24,17,84.22,6.47,107,0.57,6.88,1004.79,51
2014,7,24,18,83.41,7.4,147,0.54,1.9,NA,24
2014,7,24,19,80.53,4.11,151,0.58,2.2,NA,33
2014,7,24,20,78.48,4.42,145,0.6,9.12,1006.4,35
2014,7,24,21,76.77,3.9,146,0.69,NA,NA,63
2014,7,24,22,73,2.07,103,0.78,NA,NA,104
2014,7,24,23,72.12,1.83,85,0.81,4.4,1007.3,136
2014,7,25,0,72.12,3.97,68,0.85,NA,NA,146
2014,7,25,1,70.35,2.04,79,0.91,3.8,NA,118
2014,7,25,2,69.45,0.68,326,0.86,3.48,1006.56,127
2014,7,25,3,68.23,1.95,65,0.92,2.46,NA,149
2014,7,25,4,68.23,2.58,347,0.92,2.92,NA,160
2014,7,25,5,67.17,1.79,1,0.88,3.63,1006.43,116
2014,7,25,6,72.12,3.62,343,0.81,3.68,NA,91
2014,7,25,7,76.77,8.66,355,0.75,4.52,NA,97
2014,7,25,8,78.77,7.49,14,0.66,5.02,1006.72,61
2014,7,25,9,83.41,NA,NA,0.54,1.2,NA,49
2014,7,25,10,87.18,9,40,0.46,1,NA,40
2014,7,25,11,86.88,5.54,60,0.47,8.95,1005.84,31
2014,7,25,12,89.95,NA,NA,0.43,1.2,NA,27
2014,7,25,13,90.18,NA,NA,0.39,1.9,NA,32
2014,7,25,14,90.96,6.82,86,0.38,9.04,1004.86,28
2014,7,25,15,90.65,11,150,0.41,3.1,NA,31
2014,7,25,16,90.65,NA,NA,0.4,3.8,NA,38
2014,7,25,17,89.43,8.5,175,0.34,9.07,1004.13,45
2014,7,25,18,87.77,9.79,149,0.38,4.4,NA,44
2014,7,25,19,85.53,7.11,164,0.42,3.1,NA,55
2014,7,25,20,81.55,5.3,171,0.5,8,1005.31,61
2014,7,25,21,81.88,3.56,178,0.48,2.2,NA,69
2014,7,25,22,79,3.34,163,0.55,2.2,NA,69
2014,7,25,23,79,3.32,167,0.54,4.71,1006.7,72
2014,7,26,0,79,3.48,158,0.58,2.5,NA,87
2014,7,26,1,75.23,2.73,93,0.68,2.8,NA,91
2014,7,26,2,72.19,1.62,217,0.72,5.76,1006.76,116
2014,7,26,3,73.47,1.67,177,0.71,4.21,NA,136
2014,7,26,4,72.59,1.13,39,0.73,4.21,NA,146
2014,7,26,5,69.63,1,25,0.77,4.88,1007.89,149
2014,7,26,6,73.7,1.54,354,0.75,3.1,NA,142
2014,7,26,7,79.23,1.13,39,0.66,2.72,NA,137
2014,7,26,8,80.14,3.07,251,0.6,3.89,1009.27,113
2014,7,26,9,84.23,9,250,0.56,2.72,NA,119
2014,7,26,10,88,9,260,0.51,2.46,NA,107
2014,7,26,11,89.01,3.32,219,0.47,4.87,1009.2,112
2014,7,26,12,91.23,NA,NA,0.45,2.8,NA,80
2014,7,26,13,93,NA,NA,0.39,3.8,NA,62
2014,7,26,14,94.48,9.21,199,0.37,9.58,1007.85,67
2014,7,26,15,96.53,9,240,0.32,NA,NA,62
2014,7,26,16,94.77,11,190,0.32,NA,NA,76
2014,7,26,17,92.54,11.13,193,0.35,9.27,1006.98,72
2014,7,26,18,90.88,9.22,191,0.36,NA,NA,63
2014,7,26,19,89.77,8.75,191,0.38,NA,NA,57
2014,7,26,20,86.17,5.57,169,0.46,7.9,1008.26,62
2014,7,26,21,85.77,6.83,174,0.46,3.8,NA,59
2014,7,26,22,84,8.31,182,0.43,3.8,NA,57
2014,7,26,23,82,3.9,154,0.49,6.98,1009.6,60
2014,7,27,0,80.77,6.74,145,0.52,2.8,NA,68
2014,7,27,1,80.77,6.36,154,0.52,2.5,NA,76
2014,7,27,2,77.14,4.88,149,0.58,4.69,1009.87,86
2014,7,27,3,77,3.79,146,0.58,2.2,NA,97
2014,7,27,4,75.23,6.03,92,0.66,1.9,NA,102
2014,7,27,5,73.33,3.23,100,0.71,3.1,1010.15,111
2014,7,27,6,75.23,1.92,135,0.68,2.64,NA,107
2014,7,27,7,79.23,4,240,0.6,2.43,NA,106
2014,7,27,8,80.37,1.43,178,0.59,2.81,1010.65,113
2014,7,27,9,84.23,NA,NA,0.51,2.66,NA,105
2014,7,27,10,86.23,NA,NA,0.48,2.69,NA,114
2014,7,27,11,88.94,6.32,215,0.46,4.17,1009.47,133
2014,7,27,12,92.77,NA,NA,0.39,3.65,NA,120
2014,7,27,13,94.53,13,180,0.34,4.71,NA,99
2014,7,27,14,95.86,7.46,191,0.33,6.29,1006.83,87
2014,7,27,15,96.53,NA,NA,0.34,2.5,NA,93
2014,7,27,16,94.77,NA,NA,0.35,2.5,NA,85
2014,7,27,17,92.41,9.93,177,0.38,5.18,1004.88,95
2014,7,27,18,90.88,10.85,183,0.41,3.1,NA,98
2014,7,27,19,88,8.87,173,0.48,4.71,NA,99
2014,7,27,20,85.65,6.22,154,0.51,5.3,1005.02,88
2014,7,27,21,84.23,4.39,169,0.54,4.78,NA,83
2014,7,27,22,82.23,3.89,151,0.59,4.71,NA,84
2014,7,27,23,81.12,4,150,0.6,4.67,1005.4,93
2014,7,28,0,81.12,3.56,138,0.65,4.11,NA,95
2014,7,28,1,79.23,3.85,145,0.69,3.57,NA,113
2014,7,28,2,77.33,4.65,135,0.76,3.38,1004.94,121
2014,7,28,3,77.23,6.2,114,0.78,2.88,NA,127
2014,7,28,4,77,6.36,134,0.79,2.6,NA,134
2014,7,28,5,73.89,2.11,144,0.84,2.29,1005.32,138
2014,7,28,6,77.23,2.1,150,0.78,2.02,NA,141
2014,7,28,7,79.23,3.76,152,0.73,2.06,NA,143
2014,7,28,8,80.3,4.14,184,0.72,2,1005.75,125
2014,7,28,9,84.23,11,250,0.66,1.89,NA,111
2014,7,28,10,88.23,9,260,0.54,2.16,NA,118
2014,7,28,11,89.64,5.94,193,0.47,3.16,1004.68,110
2014,7,28,12,92.77,NA,NA,0.4,3.65,NA,101
2014,7,28,13,94.77,NA,NA,0.35,4.78,NA,73
2014,7,28,14,95.81,10.69,184,0.34,5.93,1002.87,61
2014,7,28,15,96.53,NA,NA,0.33,3.1,NA,67
2014,7,28,16,94.77,15.41,190,0.36,3.1,NA,80
2014,7,28,17,92.1,13.47,198,0.39,6.7,1001.25,81
2014,7,28,18,90.88,10.77,210,0.43,3.1,NA,77
2014,7,28,19,89.77,9,210,0.48,3.65,NA,89
2014,7,28,20,86.92,6.73,195,0.5,5.35,1002.4,88
2014,7,28,21,86,7,210,0.54,4.14,NA,83
2014,7,28,22,84,3.85,155,0.59,4.14,NA,89
2014,7,28,23,82,4.26,166,0.66,4.11,1003.2,96
2014,7,29,0,81.12,4.26,176,0.64,4.07,NA,90
2014,7,29,1,81,6.96,182,0.64,4.05,NA,99
2014,7,29,2,78.76,6.26,180,0.7,3.46,1003.13,101
2014,7,29,3,79,6.49,143,0.73,3.5,NA,114
2014,7,29,4,79,3.85,145,0.73,2.32,NA,135
2014,7,29,5,75.47,2.84,134,0.79,1.55,1003.84,155
2014,7,29,6,79.23,6.55,153,0.72,1.18,NA,189
2014,7,29,7,81.12,6.36,144,0.68,1.18,NA,179
2014,7,29,8,82.55,5.67,156,0.66,1.65,1004.57,151
2014,7,29,9,88,NA,NA,0.58,1.86,NA,125
2014,7,29,10,90,NA,NA,0.52,2.67,NA,101
2014,7,29,11,88.6,9.85,194,0.5,3.37,1004.03,92
2014,7,29,12,91,13,190,0.44,3.65,NA,97
2014,7,29,13,93,NA,NA,0.41,3.72,NA,86
2014,7,29,14,90.51,11.84,159,0.43,4.42,1002.28,84
2014,7,29,15,94.53,16,160,0.4,3.61,NA,89
2014,7,29,16,90.88,11.79,168,0.42,4.11,NA,89
2014,7,29,17,89.04,11.46,152,0.49,4.39,1000.8,86
2014,7,29,18,89.53,9.23,150,0.46,3.65,NA,92
2014,7,29,19,87.77,9.45,142,0.52,3.68,NA,86
2014,7,29,20,84.64,9.62,154,0.59,4.16,1000.89,85
2014,7,29,21,85.53,11.49,143,0.56,3.68,NA,83
2014,7,29,22,75.82,13.25,177,0.87,2.54,NA,82
2014,7,29,23,74.05,9.45,152,0.93,1.86,1003.8,78
2014,7,30,0,74.05,13,140,0.93,2.12,NA,69
2014,7,30,1,75.7,11,150,0.88,2.84,NA,52
2014,7,30,2,73.21,4.34,101,0.91,4.32,1003.06,53
2014,7,30,3,73.7,7,170,0.89,1.86,NA,88
2014,7,30,4,73.7,7,120,0.95,1.84,NA,117
2014,7,30,5,72.57,4.79,16,0.94,1.83,1003.92,113
2014,7,30,6,73.7,3.86,16,0.95,1.11,NA,142
2014,7,30,7,73.94,9,100,0.94,1.16,NA,134
2014,7,30,8,74.9,1.34,28,0.87,2.58,1005.45,159
2014,7,30,9,77.59,7,180,0.83,1.63,NA,151
2014,7,30,10,77.59,NA,NA,0.78,1.82,NA,149
2014,7,30,11,78.55,3.68,143,0.73,3.8,1006.55,148
2014,7,30,12,79.23,13,350,0.73,2.24,NA,132
2014,7,30,13,81.65,NA,NA,0.72,2.57,NA,130
2014,7,30,14,82.16,5.47,70,0.68,4.52,1005.79,122
2014,7,30,15,82,NA,NA,0.71,2.5,NA,112
2014,7,30,16,82,NA,NA,0.72,2.39,NA,130
2014,7,30,17,82.68,5.02,113,0.68,3.81,1004.7,144
2014,7,30,18,81,9,80,0.74,1.95,NA,157
2014,7,30,19,79,2.78,123,0.79,1.86,NA,185
2014,7,30,20,77.76,4.44,124,0.81,2.93,1005.7,199
2014,7,30,21,77,3.99,119,0.85,1.82,NA,212
2014,7,30,22,77,2.58,123,0.85,1.63,NA,211
2014,7,30,23,75,2.15,98,0.94,1.63,1007.5,201
2014,7,31,0,76.77,2.29,88,0.88,1.54,NA,193
2014,7,31,1,76.77,3.69,127,0.86,1.54,NA,198
2014,7,31,2,75.51,2.63,120,0.88,1.76,1007.58,187
2014,7,31,3,75,3.48,142,0.89,1.74,NA,184
2014,7,31,4,74.77,1.86,113,0.9,1.73,NA,192
2014,7,31,5,73.56,3,106,0.93,1.33,1007.55,208
2014,7,31,6,74.77,3.62,127,0.94,1.06,NA,219
2014,7,31,7,77,3.63,137,0.88,1.09,NA,250
2014,7,31,8,77.78,2.9,175,0.81,1.24,1008.1,227
2014,7,31,9,81.12,NA,NA,0.76,1.01,NA,210
2014,7,31,10,82.47,4,110,0.7,1.28,NA,176
2014,7,31,11,84,4.36,162,0.64,2.19,1007.39,180
2014,7,31,12,86,NA,NA,0.62,1.46,NA,164
2014,7,31,13,86,7,140,0.63,1.64,NA,163
2014,7,31,14,87.59,5.92,149,0.58,3.09,1005.83,155
2014,7,31,15,88,7.22,141,0.6,2.24,NA,134
2014,7,31,16,88,9,140,0.58,2.27,NA,134
2014,7,31,17,86.25,8.13,146,0.6,3.72,1004.62,122
2014,7,31,18,84,6.99,151,0.63,2.57,NA,125
2014,7,31,19,81.88,4.57,162,0.72,2.39,NA,135
2014,7,31,20,80.34,5.36,152,0.74,2.87,1005.34,167
2014,7,31,21,80.77,4.34,152,0.75,2.16,NA,187
2014,7,31,22,78.77,3.99,161,0.8,2.16,NA,206
2014,7,31,23,78.77,3.94,157,0.8,2.13,1006.5,196
2014,8,1,0,77,6.64,139,0.85,2.11,NA,154
2014,8,1,1,77,3.97,138,0.85,2.11,NA,120
2014,8,1,2,76.21,2.24,138,0.85,2.17,1006.32,135
2014,8,1,3,77,4,120,0.85,1.73,NA,132
2014,8,1,4,75.23,3.99,109,0.9,1.54,NA,136
2014,8,1,5,74.47,1.75,69,0.9,1.46,1006.18,146
2014,8,1,6,75.47,3.89,21,0.93,1.2,NA,159
2014,8,1,7,77.47,4.11,121,0.87,1.25,NA,179
2014,8,1,8,78.54,2.43,122,0.82,1.76,1007.33,185
2014,8,1,9,81,9,50,0.78,1.55,NA,152
2014,8,1,10,82.23,9,40,0.74,1.82,NA,112
2014,8,1,11,85.65,5.98,114,0.64,2.1,1007.05,123
2014,8,1,12,88,9,110,0.59,2.5,NA,109
2014,8,1,13,88.23,9,120,0.59,3.06,NA,103
2014,8,1,14,88.82,5.11,153,0.55,3.4,1005.53,98
2014,8,1,15,88.35,11,130,0.6,3.46,NA,94
2014,8,1,16,90,7.45,148,0.56,3.46,NA,106
2014,8,1,17,87.64,7.66,145,0.59,4.31,1004.7,115
2014,8,1,18,86,7.18,143,0.65,3.1,NA,124
2014,8,1,19,85.77,4.19,153,0.66,3.06,NA,134
2014,8,1,20,81.7,4.08,155,0.73,3.7,1005.05,134
2014,8,1,21,82,2.38,145,0.75,2.5,NA,137
2014,8,1,22,81,2.58,157,0.81,2.79,NA,101
2014,8,1,23,79.23,2.81,144,0.87,2.53,1005.6,78
2014,8,2,0,79.23,2.51,129,0.87,3.1,NA,79
2014,8,2,1,79.23,3.9,124,0.87,3.8,NA,85
2014,8,2,2,78.47,2.88,156,0.86,3.6,1004.81,93
2014,8,2,3,79.23,6.07,112,0.87,3.32,NA,88
2014,8,2,4,77.47,1.74,108,0.87,3.18,NA,78
2014,8,2,5,76.3,3.37,131,0.87,3.11,1004.96,69
2014,8,2,6,79.23,4,240,0.87,3.06,NA,62
2014,8,2,7,81.35,3.36,143,0.81,3.1,NA,57
2014,8,2,8,81.2,1.81,111,0.78,2.88,1004.58,77
2014,8,2,9,84.47,4,290,0.73,3.1,NA,87
2014,8,2,10,86.47,2,300,0.69,2.54,NA,97
2014,8,2,11,87.49,1.31,331,0.64,2.96,1003.75,101
2014,8,2,12,90.59,7,160,0.6,2.54,NA,112
2014,8,2,13,91.47,NA,NA,0.58,2.72,NA,109
2014,8,2,14,90.95,3.92,176,0.57,3.38,1001.87,110
2014,8,2,15,91.47,9,200,0.58,3.2,NA,104
2014,8,2,16,91.23,13,160,0.59,2.8,NA,104
2014,8,2,17,90.57,5.92,157,0.55,4.11,1000.67,101
2014,8,2,18,89.77,5.04,153,0.58,3.1,NA,100
2014,8,2,19,87.77,4.59,160,0.66,3.1,NA,113
2014,8,2,20,88.19,3.03,205,0.6,4.66,1001.41,115
2014,8,2,21,83.77,4,150,0.75,3.1,NA,121
2014,8,2,22,82.23,2,190,0.78,3.1,NA,119
2014,8,2,23,81.12,3.54,74,0.81,2.8,1001.5,138
2014,8,3,0,81.12,2,140,0.81,2.2,NA,146
2014,8,3,1,81.12,1.66,65,0.86,1.9,NA,158
2014,8,3,2,78.68,0.79,145,0.87,3.31,1000.84,184
2014,8,3,3,79.23,0.23,190,0.87,1.9,NA,190
2014,8,3,4,79.35,3.42,357,0.86,1.9,NA,201
2014,8,3,5,78.11,2.64,346,0.88,2.48,1001.28,175
2014,8,3,6,81.35,2,280,0.86,1.2,NA,132
2014,8,3,7,84.23,3.69,7,0.78,1.6,NA,102
2014,8,3,8,84.34,2.59,33,0.72,2.94,1001.67,88
2014,8,3,9,88.35,NA,NA,0.65,3.72,NA,74
2014,8,3,10,91.23,2,30,0.59,3.65,NA,74
2014,8,3,11,91.45,4.24,2,0.56,4.9,1001.25,82
2014,8,3,12,95,NA,NA,0.52,3.65,NA,73
2014,8,3,13,93,9,120,0.56,3.68,NA,95
2014,8,3,14,91.92,7.08,165,0.56,4.9,999.64,76
2014,8,3,15,92.77,8.94,304,0.56,3.61,NA,102
2014,8,3,16,90.88,9,180,0.6,3.61,NA,72
2014,8,3,17,85.37,1.44,308,0.66,4.75,999.69,69
2014,8,3,18,84.47,7,160,0.7,2.2,NA,52
2014,8,3,19,82.47,7,160,0.79,1.6,NA,54
2014,8,3,20,81.92,3.11,75,0.78,5.77,1001.07,67
2014,8,3,21,81.35,4,130,0.77,1.9,NA,63
2014,8,3,22,81.35,1.89,154,0.77,1.6,NA,67
2014,8,3,23,79.35,2.18,76,0.88,3.54,1001.3,74
2014,8,4,0,81.12,1.63,46,0.78,1.2,NA,80
2014,8,4,1,79.35,2.15,118,0.87,4.01,NA,92
2014,8,4,2,78.96,0.33,217,0.82,4.95,1001.11,89
2014,8,4,3,79.35,4,160,0.88,4.01,NA,82
2014,8,4,4,79.35,2.73,3,0.88,3.48,NA,92
2014,8,4,5,77.62,3.23,9,0.86,3.66,1001.83,90
2014,8,4,6,79.35,3.4,27,0.88,2.85,NA,90
2014,8,4,7,81.12,10.02,32,0.71,4.53,NA,59
2014,8,4,8,78.58,9.74,25,0.69,5.86,1002.94,12
2014,8,4,9,79,12.47,52,0.68,5.52,NA,10
2014,8,4,10,80.77,16.38,14,0.63,5.66,NA,7
2014,8,4,11,71.77,13.58,19,0.85,4.21,1004.95,5
2014,8,4,12,72.35,11.15,33,0.81,6.2,NA,7
2014,8,4,13,70.23,18,40,0.86,6.06,NA,7
2014,8,4,14,69.4,9.91,17,0.87,6.7,1005.68,6
2014,8,4,15,70.23,8.26,13,0.86,6.2,NA,4
2014,8,4,16,72,7.4,13,0.8,6.2,NA,7
2014,8,4,17,71.1,7.12,17,0.78,9.67,1005.78,7
2014,8,4,18,72.65,3.01,8,0.74,6.2,NA,4
2014,8,4,19,71.77,7.45,18,0.75,6.2,NA,2
2014,8,4,20,70.9,3.8,21,0.79,9.67,1006.76,2
2014,8,4,21,70.23,7.11,354,0.81,6.2,NA,4
2014,8,4,22,70.23,4.59,20,0.81,6.2,NA,4
2014,8,4,23,66.47,4.54,5,0.9,9.55,1006,6
2014,8,5,0,68,2.21,16,0.84,5,NA,14
2014,8,5,1,68,1.7,23,0.84,6.2,NA,13
2014,8,5,2,66.82,0.74,278,0.87,9.4,1007.29,10
2014,8,5,3,66.23,5.72,359,0.93,4.4,NA,8
2014,8,5,4,68,6.4,329,0.85,4.4,NA,9
2014,8,5,5,65.24,3.11,352,0.91,9.38,1007.23,11
2014,8,5,6,68.23,6.36,339,0.87,NA,NA,14
2014,8,5,7,70.23,8.07,359,0.82,5,NA,16
2014,8,5,8,71.02,5.46,345,0.82,9.06,1008.42,14
2014,8,5,9,76.77,3.64,3,0.69,4.4,NA,25
2014,8,5,10,80.53,4,310,0.57,5,NA,25
2014,8,5,11,81.55,1.7,342,0.56,10,1007.82,31
2014,8,5,12,83.77,2,120,0.51,NA,NA,27
2014,8,5,13,85.53,4,0,0.41,NA,NA,26
2014,8,5,14,87.34,3.27,275,0.38,10,1006.22,28
2014,8,5,15,89.3,4,90,0.36,NA,NA,32
2014,8,5,16,85.77,6.4,149,0.47,NA,NA,51
2014,8,5,17,84.86,4.82,176,0.48,10,1005.73,32
2014,8,5,18,83.77,7.77,209,0.54,NA,NA,25
2014,8,5,19,81.65,4,190,0.63,NA,NA,23
2014,8,5,20,79.73,1.8,240,0.64,9.44,1006.57,27
2014,8,5,21,77.23,1.53,110,0.77,NA,NA,28
2014,8,5,22,77,1.89,156,0.78,4.4,NA,26
2014,8,5,23,75.23,1.53,80,0.88,5.92,1006.5,32
2014,8,6,0,75.23,1.59,105,0.83,3.8,NA,34
2014,8,6,1,73.47,1.57,26,0.88,3.8,NA,48
2014,8,6,2,71.24,1.41,17,0.87,5.65,1007.06,49
2014,8,6,3,72.35,1.89,324,0.86,4.71,NA,60
2014,8,6,4,72.35,3.42,347,0.87,2.5,NA,63
2014,8,6,5,70.26,6.47,358,0.81,5.29,1007.57,62
2014,8,6,6,72.35,6.43,356,0.8,1.8,NA,68
2014,8,6,7,78.77,6.43,356,0.66,1.8,NA,63
2014,8,6,8,79.33,5.66,0,0.62,8.24,1008.03,50
2014,8,6,9,80.65,5.37,8,0.57,8.88,1007.71,23
2014,8,6,10,82.56,5.26,20,0.51,9.42,1007.38,16
2014,8,6,11,84.74,5.45,35,0.43,9.83,1007.06,8
2014,8,6,12,86.91,5.9,48,0.36,10,1006.74,6
2014,8,6,13,88.76,6.48,60,0.3,10,1006.42,3
2014,8,6,14,90,7,70,0.26,10,1006.1,2
2014,8,6,15,90.4,9.13,102,0.27,7.31,1006.1,5
2014,8,6,16,89.3,11,120,0.32,5,NA,4
2014,8,6,17,87.93,3.78,145,0.31,9.88,1006.63,8
2014,8,6,18,87.18,4,160,0.34,NA,NA,15
2014,8,6,19,83.41,10.18,180,0.55,NA,NA,25
2014,8,6,20,79.59,4.75,147,0.58,9.58,1007.78,28
2014,8,6,21,78.77,3.62,113,0.69,3.8,NA,46
2014,8,6,22,76.77,2,170,0.75,3.1,NA,71
2014,8,6,23,75,3.76,101,0.75,3.65,1008.5,125
2014,8,7,0,72.12,2,59,0.81,2.5,NA,142
2014,8,7,1,72.12,2.21,66,0.77,2.5,NA,105
2014,8,7,2,70.16,2.34,45,0.8,3.28,1009.08,101
2014,8,7,3,70.23,2.21,54,0.86,4.6,NA,89
2014,8,7,4,68.47,6.36,4,0.91,4.71,NA,93
2014,8,7,5,66.97,5.49,0,0.85,5.62,1009.76,85
2014,8,7,6,70.35,6.55,3,0.81,2.2,NA,62
2014,8,7,7,77,6.2,354,0.62,2.5,NA,40
2014,8,7,8,77.16,6.43,10,0.55,8.65,1010.36,52
2014,8,7,9,78.24,5.14,16,0.52,8.65,1010.36,62
2014,8,7,10,79.8,3.45,33,0.5,8.65,1010.36,55
2014,8,7,11,81.65,2.38,78,0.47,8.65,1010.36,48
2014,8,7,12,83.65,3.52,127,0.44,8.65,1010.36,41
2014,8,7,13,85.62,5.73,146,0.41,8.65,1010.36,39
2014,8,7,14,87.4,7.95,153,0.39,8.65,1010.36,43
2014,8,7,15,88.84,9.79,157,0.36,8.65,1010.36,43
2014,8,7,16,89.77,11,160,0.35,NA,NA,44
2014,8,7,17,86.98,8.09,184,0.39,9.58,1007.19,37
2014,8,7,18,85.53,7.18,143,0.45,NA,NA,40
2014,8,7,19,83.41,8.35,152,0.5,NA,NA,64
2014,8,7,20,79.88,5.72,157,0.53,6.47,1008.47,48
2014,8,7,21,78.77,3.94,163,0.58,NA,NA,56
2014,8,7,22,78.53,2,170,0.59,4.4,NA,41
2014,8,7,23,75,6.4,139,0.66,5,1009.5,48
2014,8,8,0,73,3.75,109,0.73,5,NA,29
2014,8,8,1,73,1.89,114,0.78,NA,NA,40
2014,8,8,2,70.53,3.11,80,0.77,10,1009.09,42
2014,8,8,3,70.23,NA,NA,0.8,NA,NA,47
2014,8,8,4,72.12,3.58,86,0.76,NA,NA,51
2014,8,8,5,68.47,1.3,62,0.8,7.54,1009.44,69
2014,8,8,6,72,2.1,50,0.8,2.5,NA,79
2014,8,8,7,77,4,60,0.68,4.25,NA,90
2014,8,8,8,78.36,2.5,70,0.58,5.65,1009.88,83
2014,8,8,9,81.35,NA,NA,0.54,4.47,NA,76
2014,8,8,10,84.23,NA,NA,0.49,5,NA,85
2014,8,8,11,85.42,4.37,99,0.45,8.79,1009.37,72
2014,8,8,12,88,NA,NA,0.4,4.4,NA,56
2014,8,8,13,88,NA,NA,0.37,4.4,NA,45
2014,8,8,14,88.57,10.29,156,0.35,6.19,1007.94,46
2014,8,8,15,89.77,NA,NA,0.33,4.4,NA,39
2014,8,8,16,88,10.73,176,0.33,4.4,NA,49
2014,8,8,17,84.99,10.24,172,0.4,6.68,1006.65,49
2014,8,8,18,83.77,7.22,169,0.46,4.4,NA,62
2014,8,8,19,83.65,6.96,172,0.45,4.4,NA,59
2014,8,8,20,76.99,3.62,180,0.6,5.46,1007.16,58
2014,8,8,21,77,4.34,152,0.65,2.5,NA,59
2014,8,8,22,77,3.74,168,0.65,2.5,NA,60
2014,8,8,23,73.47,3.76,169,0.73,2.76,1007.7,72
2014,8,9,0,73.23,3.62,93,0.74,4.71,NA,71
2014,8,9,1,73.23,3.71,102,0.74,3.68,NA,90
2014,8,9,2,71.36,3.11,117,0.76,4.77,1007.18,120
2014,8,9,3,70.35,4,150,0.81,3.72,NA,123
